,genres,keywords,popularity,title,vote_average,vote_count,movie_id,cast,crew
2312,"['Horror', 'Thriller', 'Drama']","['holy water', 'long island', 'remake', 'family dinner', 'paranormal', 'violence', 'wood chopping', 'backwards', 'tortured to death', 'moving in', 'based on supposedly true story']",30.205943,The Amityville Horror,6.0,588,10065,"['Ryan Reynolds', 'Melissa George', 'Jesse James', 'Chloë Grace Moretz', 'Jimmy Bennett', 'Rachel Nichols', 'Philip Baker Hall', 'Isabel Conner', 'Brendan Donaldson', 'David Gee']",['Andrew Douglas']
2313,"['Comedy', 'Crime', 'Drama']","['alligator', 'marriage crisis', ""writer's block"", 'orchid']",26.441669,Adaptation.,7.3,638,2757,"['Nicolas Cage', 'Meryl Streep', 'Chris Cooper', 'Tilda Swinton', 'Cara Seymour', 'Ron Livingston', 'Brian Cox', 'Maggie Gyllenhaal', 'Jay Tavare', 'Jim Beaver']",['Spike Jonze']
2314,['Horror'],"['cage', 'dystopia', 'survivor', 'zombie', 'zombie apocalypse']",15.262492,Land of the Dead,6.0,381,11683,"['Simon Baker', 'John Leguizamo', 'Dennis Hopper', 'Robert Joy', 'Asia Argento', 'Eugene Clark', 'Joanne Boland', 'Tony Nappo', 'Jennifer Baxter', 'Boyd Banks']",['George A. Romero']
2315,['Action'],[],1.583918,Out of Inferno,5.8,11,244339,"['Lau Ching-Wan', 'Angelica Lee', 'Chen Sicheng', 'Natalie Tong', 'Eddie Cheung Siu-Fai', 'Louis Koo']",['Danny Pang']
2316,"['Adventure', 'Drama', 'Comedy']","['gonzo journalist', 'sweaty face', 'fake identity', 'wedding chapel', 'grapefruit', 'cadillac convertible', 'gibberish', 'corvette stingray', 'police convention']",44.511363,Fear and Loathing in Las Vegas,7.2,1301,1878,"['Johnny Depp', 'Benicio del Toro', 'Tobey Maguire', 'Christina Ricci', 'Ellen Barkin', 'Gary Busey', 'Cameron Diaz', 'Mark Harmon', 'Katherine Helmond', 'Michael Jeter']",['Terry Gilliam']
2317,"['Comedy', 'Romance', 'Fantasy']",[],16.665841,The Invention of Lying,6.0,518,23082,"['Ricky Gervais', 'Jennifer Garner', 'Jonah Hill', 'Louis C.K.', 'Jeffrey Tambor', 'Fionnula Flanagan', 'Rob Lowe', 'Tina Fey', 'Stephanie March', 'Ruben Santiago-Hudson']",['Ricky Gervais']
2318,['Comedy'],"['alcohol', 'baby', 'party', 'family', 'fraternity', 'fraternity house', 'neighbor neighbor relationship', 'bathroom humor']",36.471231,Neighbors,6.2,2713,195589,"['Seth Rogen', 'Zac Efron', 'Rose Byrne', 'Dave Franco', 'Ike Barinholtz', 'Christopher Mintz-Plasse', 'Carla Gallo', 'Halston Sage', 'Craig Roberts', 'Hannibal Buress']",['Nicholas Stoller']
2319,"['Romance', 'Comedy', 'Crime', 'Fantasy']","['dual identity', 'bank', 'mockery', 'green', 'balloon', 'jail cell', 'norse mythology']",85.30318,The Mask,6.6,2472,854,"['Jim Carrey', 'Cameron Diaz', 'Nancy Fish', 'Tim Bagley', 'Johnny Williams', 'Peter Riegert', 'Peter Greene', 'Amy Yasbeck', 'Richard Jeni', 'Orestes Matacena']",['Chuck Russell']
2320,"['Fantasy', 'Drama', 'Comedy', 'Romance', 'Family']","['baseball', 'co-worker', 'bronx', 'pinball machine', 'toy maker', 'duet', 'job promotion', 'homesick', 'new toy', 'quarter', 'unplugged electronic works', 'yankee stadium bronx new york city', 'walking on piano keys', 'wish fulfillment', 'bunk bed', 'woman director']",20.716023,Big,6.9,993,2280,"['Tom Hanks', 'Elizabeth Perkins', 'Robert Loggia', 'John Heard', 'Jared Rushton', 'David Moscow', 'Jon Lovitz', 'Mercedes Ruehl', 'Josh Clark', 'Allan Wasserman']",['Penny Marshall']
2321,['Comedy'],"['male nudity', 'usa', 'california', 'prostitute', 'journalist', 'rodeo', 'kazakhstan', 'demeanor course', 'chicken', 'driving school', 'anti semitism', 'bear', 'mockumentary', 'reporter', 'aftercreditsstinger', 'duringcreditsstinger']",29.487784,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,6.5,1579,496,"['Sacha Baron Cohen', 'Ken Davitian', 'Luenell', 'Pamela Anderson', 'Bob Barr', 'Alan Keyes', 'Carole De Saram', 'Mitchell Falk', 'David Corcoran', 'Andre Darnell Myers']",['Larry Charles']
2322,['Comedy'],"['harvard law school', 'black female judge', 'smart blonde', 'girl power']",25.43954,Legally Blonde,6.1,882,8835,"['Reese Witherspoon', 'Luke Wilson', 'Selma Blair', 'Matthew Davis', 'Victor Garber', 'Jennifer Coolidge', 'Holland Taylor', 'Ali Larter', 'Jessica Cauffiel', 'Alanna Ubach']",['Robert Luketic']
2323,"['Science Fiction', 'Action', 'Adventure', 'Thriller']",[],15.314027,Star Trek III: The Search for Spock,6.4,434,157,"['William Shatner', 'Leonard Nimoy', 'DeForest Kelley', 'James Doohan', 'George Takei', 'Walter Koenig', 'Nichelle Nichols', 'Merritt Butrick', 'Christopher Lloyd', 'Robin Curtis']",['Leonard Nimoy']
2324,"['Crime', 'Drama', 'Horror', 'Thriller']","['epilepsy', 'possession', 'teenage girl', 'spirit', 'umbrella', 'cross', 'prosecutor', 'catholicism', 'negligent homicide', 'archdiocese', 'agnostic', 'malnutrition', 'burning', 'psychotic epileptic disorder']",32.602868,The Exorcism of Emily Rose,6.3,659,8643,"['Laura Linney', 'Tom Wilkinson', 'Campbell Scott', 'Jennifer Carpenter', 'Kenneth Welsh', 'Mary Beth Hurt', 'Colm Feore', 'Henry Czerny', 'Shohreh Aghdashloo', 'Duncan Fraser']",['Scott Derrickson']
2325,['Comedy'],"['fish', 'aquarium', 'carnival', 'house', 'callboy', 'vacation', 'illegal prostitution']",9.832326,Deuce Bigalow: Male Gigolo,5.5,308,10402,"['Rob Schneider', 'William Forsythe', 'Eddie Griffin', 'Arija Bareikis', 'Oded Fehr', ""Gail O'Grady"", 'Richard Riehle', 'Jacqueline Obradors', 'Big Boy', 'Amy Poehler']",['Mike Mitchell']
2326,"['Thriller', 'Action', 'Science Fiction']","['airplane', 'the rapture', 'remake', 'pilot hero']",33.452469,Left Behind,3.7,392,218043,"['Nicolas Cage', 'Chad Michael Murray', 'Lea Thompson', 'Nicky Whelan', 'Martin Klebba', 'Quinton Aaron', 'Jordin Sparks', 'Gary Grubbs', 'William Ragsdale', 'Stephanie Honoré']",['Vic Armstrong']
2327,"['Comedy', 'Drama', 'Romance']","['holiday', 'christmas']",14.190837,The Family Stone,6.2,249,9043,"['Claire Danes', 'Diane Keaton', 'Rachel McAdams', 'Dermot Mulroney', 'Sarah Jessica Parker', 'Luke Wilson', 'Craig T. Nelson', 'Brian J. White', 'Tyrone Giordano', 'Elizabeth Reaser']",['Thomas Bezucha']
2328,"['Comedy', 'Drama']",['blaxploitation'],6.501815,Barbershop 2:  Back in Business,5.6,74,21301,"['Ice Cube', 'Cedric the Entertainer', 'Sean Patrick Thomas', 'Keke Palmer', 'Michael Ealy', 'Queen Latifah', 'Eve', 'DeRay Davis', 'Kenan Thompson', 'Marcia Wright']",['Kevin Rodney Sullivan']
2329,"['Drama', 'Comedy', 'Crime']","['holiday', 'elves', 'christmas party', 'department store', 'safe', 'drink', 'little people', 'christmas eve', 'christmas']",26.58873,Bad Santa,6.5,656,10147,"['Billy Bob Thornton', 'Tony Cox', 'Brett Kelly', 'Bernie Mac', 'John Ritter', 'Lauren Graham', 'Lauren Tom', 'Octavia Spencer', 'Cloris Leachman', 'Lorna Scott']",['Terry Zwigoff']
2330,"['Science Fiction', 'Comedy', 'Crime']","['android', 'undercover', 'missile', 'group therapy', 'airplane', 'dancing scene', 'time travel', 'penthouse apartment', 'judo', 'trapdoor', 'clowning', 'telescope', 'swinging', 'james bond spoof', 'swinging 60s', 'aftercreditsstinger', 'duringcreditsstinger']",36.15716,Austin Powers: International Man of Mystery,6.5,1013,816,"['Mike Myers', 'Elizabeth Hurley', 'Michael York', 'Mimi Rogers', 'Seth Green', 'Fabiana Udenio', 'Mindy Sterling', 'Paul Dillon', 'Robert Wagner', 'Charles Napier']",['Jay Roach']
2331,"['Romance', 'Comedy', 'Family']","['comedy', 'wedding']",16.027955,My Big Fat Greek Wedding 2,5.5,322,302688,"['John Corbett', 'Elena Kampouris', 'Nia Vardalos', 'Ian Gomez', 'John Stamos', 'Alex Wolff', 'Lainie Kazan', 'Rita Wilson', 'Andrea Martin', 'Louis Mandylor']",['Kirk Jones']
2332,"['Family', 'Comedy']","['based on novel', 'middle school']",14.329891,Diary of a Wimpy Kid: Rodrick Rules,6.3,238,60307,"['Zachary Gordon', 'Devon Bostick', 'Rachael Harris', 'Robert Capron', 'Steve Zahn', 'Connor Fielding', 'Owen Fielding', 'Peyton List', 'Karan Brar', 'Fran Kranz']",['David Bowers']
2333,"['Science Fiction', 'Action', 'Adventure', 'Thriller']","['central and south america', 'predator', 'alien', 'stalking', 'invisible', 'commando', '3d']",50.009408,Predator,7.3,2093,106,"['Arnold Schwarzenegger', 'Carl Weathers', 'Elpidia Carrillo', 'Bill Duke', 'Jesse Ventura', 'Sonny Landham', 'Richard Chaves', 'R. G. Armstrong', 'Shane Black', 'Kevin Peter Hall']",['John McTiernan']
2334,"['Drama', 'History', 'Music']","['italy', 'composer', 'opera', 'talent', 'musician', 'marriage crisis', 'god', 'murder', 'vienna austria', 'envy', '18th century']",31.82675,Amadeus,7.8,1076,279,"['F. Murray Abraham', 'Tom Hulce', 'Elizabeth Berridge', 'Roy Dotrice', 'Simon Callow', 'Christine Ebersole', 'Jeffrey Jones', 'Barbara Bryne', 'Cynthia Nixon', 'Douglas Seale']",['Miloš Forman']
2335,"['Crime', 'Horror']","['aunt', 'remake', 'blood on shirt', 'slasher', 'death of family', 'masturbation', 'kicked in the face', 'renovation', 'black stereotype', 'chest']",9.642041,Prom Night,4.8,167,8617,"['Brittany Snow', 'Scott Porter', 'Jessica Stroup', 'Dana Davis', 'Kelly Blatz', 'Collins Pennie', 'Johnathon Schaech', 'Idris Elba', 'Ming-Na Wen', 'Jessalyn Gilsig']",['Nelson McCormick']
2336,['Comedy'],"['female friendship', 'high school', 'fish out of water', 'best friend', 'teenager', 'popularity', 'gossip', 'teen comedy', 'high school rivalry', 'new girl at school']",36.423717,Mean Girls,6.9,2320,10625,"['Lindsay Lohan', 'Rachel McAdams', 'Tim Meadows', 'Ana Gasteyer', 'Amy Poehler', 'Tina Fey', 'Lacey Chabert', 'Lizzy Caplan', 'Amanda Seyfried', 'Jonathan Bennett']",['Mark Waters']
2337,"['Comedy', 'Drama', 'Romance']","['depression', 'toscana', 'recreation', 'author', 'divorce', 'woman director']",12.309718,Under the Tuscan Sun,6.4,172,10934,"['Diane Lane', 'Sandra Oh', 'Lindsay Duncan', 'Raoul Bova', 'Vincent Riotta', 'Mario Monicelli', 'Roberto Nobile', 'Anita Zagaria', 'Evelina Gori', 'Kate Walsh']",['Audrey Wells']
2338,"['Drama', 'Mystery', 'Thriller']","['servant', 'money', 'shooting party']",11.693272,Gosford Park,6.8,246,5279,"['Helen Mirren', 'Clive Owen', 'Maggie Smith', 'Geraldine Somerville', 'Jeremy Northam', 'Kristin Scott Thomas', 'Tom Hollander', 'Michael Gambon', 'Kelly Macdonald', 'Eileen Atkins']",['Robert Altman']
2339,"['Comedy', 'Drama', 'Fantasy', 'Romance']","['time travel', 'high school reunion']",12.243887,Peggy Sue Got Married,5.9,136,10013,"['Kathleen Turner', 'Nicolas Cage', 'Barry Miller', 'Catherine Hicks', 'Joan Allen', 'Jim Carrey', 'Barbara Harris', 'Sofia Coppola', 'Helen Hunt', ""Maureen O'Sullivan""]",['Francis Ford Coppola']
2340,"['Drama', 'Comedy']","['times square', 'superhero', 'long take', 'new york city', 'play', 'broadway', 'actor']",89.811154,Birdman,7.4,4535,194662,"['Michael Keaton', 'Emma Stone', 'Zach Galifianakis', 'Naomi Watts', 'Edward Norton', 'Kenny Chin', 'Jamahl Garrison-Lowe', 'Jeremy Shamos', 'Andrea Riseborough', ""Katherine O'Sullivan""]",['Alejandro González Iñárritu']
2341,"['Comedy', 'Drama']","['san francisco', 'sister sister relationship', 'new york city', 'rich', 'narcissism', 'xanax']",34.694216,Blue Jasmine,7.0,1098,160588,"['Cate Blanchett', 'Alec Baldwin', 'Sally Hawkins', 'Bobby Cannavale', 'Louis C.K.', 'Peter Sarsgaard', 'Andrew Dice Clay', 'Michael Stuhlbarg', 'Alden Ehrenreich', 'Charlie Tahan']",['Woody Allen']
2342,"['Drama', 'History', 'Crime', 'Thriller', 'Action']","['airplane', 'hijacking', 'terror cell', 'emergency landing', 'war on terror']",17.50138,United 93,6.9,367,9829,"['J.J. Johnson', 'Polly Adams', 'Trish Gates', 'Nancy McDoniel', 'Opal Alladin', 'Gary Commock', 'Starla Benford', 'Susan Blommaert', 'David Alan Basche', 'Richard Bekins']",['Paul Greengrass']
2343,"['Romance', 'Music', 'Family']","['new york', 'dancing', 'hip-hop', 'dream', 'dance', 'blackmail', 'harassment', 'career', 'video', 'teacher', 'business', 'sabotage', 'choreographer', 'club', 'harlem', 'youth center']",18.492655,Honey,6.0,303,10028,"['Jessica Alba', 'Mekhi Phifer', 'Joy Bryant', 'Romeo Miller', 'David Moscow', 'Zachary Isaiah Williams', 'Missy Elliott', 'Anthony Sherwood', 'Lonette McKee', 'Maestro']",['Bille Woodruff']
2344,"['Action', 'Comedy']","['atomic bomb', 'spoof', 'james bond spoof']",11.238522,Spy Hard,4.9,147,10535,"['Leslie Nielsen', 'Nicollette Sheridan', 'Charles Durning', 'Marcia Gay Harden', 'Barry Bostwick', 'Andy Griffith', 'Stephanie Romanov', 'Talisa Soto', 'Robert Guillaume', 'Carl Ciarfalio']",['Rick Friedberg']
2345,['Horror'],"['prophecy', 'sea', 'beach', 'gold', 'small town', 'beheading', 'sword', 'narration', 'fog', 'leprosy', 'ship', 'lighthouse', 'church']",14.518598,The Fog,6.4,311,790,"['Adrienne Barbeau', 'Jamie Lee Curtis', 'Janet Leigh', 'John Houseman', 'Tom Atkins', 'James Canning', 'Charles Cyphers', 'Nancy Kyes', 'Ty Mitchell', 'Hal Holbrook']",['John Carpenter']
2346,"['Action', 'Drama']","['competition', 'based on novel', 'shark attack', 'surfing', 'biography', 'sport', 'duringcreditsstinger']",19.234672,Soul Surfer,6.9,342,43959,"['AnnaSophia Robb', 'Helen Hunt', 'Lorraine Nicholson', 'Carrie Underwood', 'Dennis Quaid', 'Kevin Sorbo', 'Ross Thomas', 'Chris Brochu', 'Jeremy Sumter', 'Sonya Balmores Chung']",['Sean McNamara']
2347,"['War', 'Comedy', 'Drama']","['world war ii', 'island', 'bomber', 'pianosa', 'american']",4.504377,Catch-22,6.7,72,10364,"['Alan Arkin', 'Martin Balsam', 'Richard Benjamin', 'Art Garfunkel', 'Jack Gilford', 'Buck Henry', 'Bob Newhart', 'Anthony Perkins', 'Paula Prentiss', 'Orson Welles']",['Mike Nichols']
2348,"['Comedy', 'Crime', 'Drama']","['robbery', 'unrequited love', 'security guard', 'mall']",10.529143,Observe and Report,5.6,225,16991,"['Seth Rogen', 'Anna Faris', 'Michael Peña', 'Ray Liotta', 'Collette Wolfe', 'Danny McBride', 'Aziz Ansari', 'Celia Weston', 'Dan Bakkedahl', 'Jesse Plemons']",['Jody Hill']
2349,"['Adventure', 'Fantasy', 'Action']","['swordplay', 'sword', 'magic', 'warrior woman', 'lone wolf', 'wizardry', 'royalty', 'barbarian', 'sword and sorcery']",18.379124,Conan the Destroyer,5.8,383,9610,"['Arnold Schwarzenegger', 'Grace Jones', 'Wilt Chamberlain', 'Tracey Walter', 'Mako', 'Sarah Douglas', ""Olivia d'Abo"", 'Pat Roach', 'Jeff Corey', 'Sven-Ole Thorsen']",['Richard Fleischer']
2350,['Drama'],"['transporter', 'jealousy', 'violent husband', 'paranoia', 'boxer', 'biography', 'fistfight', 'broken nose', 'sport', 'domestic violence', 'extreme violence', 'over-the-hill fighter']",35.524457,Raging Bull,7.7,938,1578,"['Robert De Niro', 'Joe Pesci', 'Cathy Moriarty', 'Frank Vincent', 'Nicholas Colasanto', 'Theresa Saldana', 'Mario Gallo', 'John Turturro', 'Frank Adonis', 'Charles Scorsese']",['Martin Scorsese']
2351,"['Drama', 'Romance']","['hotel', 'florist', 'forest', 'grief', 'seminar', 'motivational speaker']",13.472365,Love Happens,5.6,180,25643,"['Aaron Eckhart', 'Jennifer Aniston', 'Judy Greer', 'Martin Sheen', 'Deirdre Blades', 'John Carroll Lynch', 'Dan Fogler', 'Sasha Alexander', 'Frances Conroy', 'Joe Anderson']",['Brandon Camp']
2352,"['Action', 'Adventure', 'Crime', 'Drama', 'Family', 'Mystery', 'Thriller']","['london england', 'school friend', 'religion and supernatural', 'sherlock holmes', 'murder', 'aftercreditsstinger']",8.321586,Young Sherlock Holmes,6.7,167,11904,"['Nicholas Rowe', 'Alan Cox', 'Sophie Ward', 'Anthony Higgins', 'Susan Fleetwood', 'Matthew Ryan', 'Earl Rhodes']",['Barry Levinson']
2353,"['Music', 'Comedy', 'Drama', 'Romance']","['musical', 'duringcreditsstinger']",7.668063,Fame,5.5,135,28665,"['Kay Panabaker', 'Naturi Naughton', 'Kherington Payne', 'Megan Mullally', 'Walter Perez', 'Asher Book', 'Krystal Ellsworth', 'Anna Maria Perez de Tagle']",['Kevin Tancharoen']
2354,"['Adventure', 'Drama', 'Thriller']","['mountains', 'despair', 'adventure', 'utah', 'alone', 'canyon', 'climbing', 'based on true story', 'rescue', 'survival', 'escape', 'true', 'trapped', 'boulder', 'adventurer', 'flashback', 'climber', 'isolated', 'hikers', 'very little dialogue']",52.464877,127 Hours,7.0,2606,44115,"['James Franco', 'Kate Mara', 'Amber Tamblyn', 'Clémence Poésy', 'Lizzy Caplan', 'Kate Burton', 'Treat Williams', 'Sean Bott', 'Koleman Stinger', 'Parker Hadley']",['Danny Boyle']
2355,"['Action', 'Comedy', 'Crime']","['bank', 'restaurant', 'role of women', 'bank robber', 'wife', 'pizzeria', 'pizza', 'keks', 'independent film', 'bank robbery', 'hoodlum']",11.423533,Small Time Crooks,6.4,155,10569,"['Woody Allen', 'Carolyn Saxon', 'Tracey Ullman', 'Michael Rapaport', 'Tony Darrow', 'Jon Lovitz', 'Bill Gerber', 'Sam Josepher', 'Diane Bradley', 'Lawrence Howard Levy']",['Woody Allen']
2356,"['Drama', 'Music']","['new york', 'competition', 'dancer', 'dance', 'ball', 'career', 'ballet dancer', 'music', 'entrance examination', 'ballet', 'dance teacher']",6.961736,Center Stage,6.8,90,10560,"['Amanda Schull', 'Zoe Saldana', 'Susan May Pratt', 'Peter Gallagher', 'Scottie Thompson']",['Nicholas Hytner']
2357,"['Comedy', 'Family']","['big family', 'family relationships', 'family', 'woman director', 'christmas']",9.191187,Love the Coopers,5.4,167,333348,"['Steve Martin', 'Diane Keaton', 'John Goodman', 'Alan Arkin', 'Olivia Wilde', 'Ed Helms', 'Amanda Seyfried', 'Marisa Tomei', 'Jake Lacy', 'Anthony Mackie']",['Jessie Nelson']
2358,"['Family', 'Action', 'Adventure']",['bank robbery'],4.492859,Catch That Kid,4.9,76,20483,"['Kristen Stewart', 'Corbin Bleu', 'Max Thieriot', 'Jennifer Beals', 'Sam Robards', 'John Carroll Lynch', 'James Le Gros', 'Michael Des Barres', 'Stark Sands', 'Lennie Loftin']",['Bart Freundlich']
2359,['Drama'],"['father son relationship', 'house', 'cancer', 'drug', 'divorce', 'ex-wife', 'unemployment']",5.706767,Life as a House,7.2,120,11457,"['Kevin Kline', 'Kristin Scott Thomas', 'Hayden Christensen', 'Jena Malone', 'Mary Steenburgen', 'Ian Somerhalder', 'Scott Bakula', 'Sandra Nelson', 'Sam Robards']",['Irwin Winkler']
2360,"['Drama', 'History']","['biography', 'computer', 'father daughter relationship', 'apple computer', 'steve jobs', 'based on true events']",53.670525,Steve Jobs,6.8,1573,321697,"['Michael Fassbender', 'Kate Winslet', 'Seth Rogen', 'Katherine Waterston', 'Jeff Daniels', 'Michael Stuhlbarg', 'Makenzie Moss', 'Sarah Snook', 'Adam Shapiro', 'John Ortiz']",['Danny Boyle']
2361,"['Comedy', 'Romance']","['virgin', 'cheerleader', 'graduation', 'high school', 'aspen', 'friends', 'in the closet', 'teenager', 'popularity', 'based on young adult novel', 'popular girl']",14.15192,"I Love You, Beth Cooper",5.1,197,19840,"['Hayden Panettiere', 'Paul Rust', 'Lauren London', 'Lauren Storm', 'Jack Carpenter', 'Marie Avgeropoulos', 'Anja Savcic', 'Shawn Roberts', 'Jared Keeso', 'Andrea Savage']",['Chris Columbus']
2362,"['Drama', 'Comedy', 'Romance']","['based on novel', 'coming of age', 'duringcreditsstinger']",13.462544,Youth in Revolt,5.9,319,22327,"['Michael Cera', 'Zach Galifianakis', 'Justin Long', 'Ray Liotta', 'Steve Buscemi', 'Ari Graynor', 'Portia Doubleday', 'Rooney Mara', 'Erik Knudsen', 'Adhir Kalyan']",['Miguel Arteta']
2363,"['Action', 'Adventure', 'Romance', 'Western']","['lone ranger', 'wild bill hickok', 'buffalo bill', 'the lone ranger']",11.725805,The Legend of the Lone Ranger,3.7,14,38665,"['Christopher Lloyd', 'Matt Clark', 'Juanin Clay', 'Jason Robards', 'John Bennett Perry', 'David Hayward', 'Richard Farnsworth', 'Marc Gilpin', 'John Hart', 'Klinton Spilsbury']",['William A. Fraker']
2364,"['Drama', 'Thriller']","['dancing', 'spy', 'birthday', 'map', 'fireworks', 'bridge', 'secret agent', 'president', 'children', 'independent film', 'debt', 'swimming', 'political', 'band']",7.047975,The Tailor of Panama,6.2,92,2575,"['Pierce Brosnan', 'Geoffrey Rush', 'Jamie Lee Curtis', 'Leonor Varela', 'Brendan Gleeson', 'Harold Pinter', 'Catherine McCormack', 'Daniel Radcliffe', 'Lola Boorman', 'Mark Margolis']",['John Boorman']
2365,"['Drama', 'Mystery', 'Thriller']","['audio tape', 'hitman', 'presidential election', 'noises', 'yell', 'politics', 'faithlessness']",13.628601,Blow Out,7.3,236,11644,"['John Travolta', 'Nancy Allen', 'John Lithgow', 'Dennis Franz', 'Peter Boyden', 'Curt May', 'John Aquino', 'John McMartin', 'Deborah Everton', 'J. Patrick McNamara']",['Brian De Palma']
2366,"['Action', 'Crime']",[],16.520516,Getaway,4.9,246,146227,"['Ethan Hawke', 'Selena Gomez', 'Jon Voight', 'Paul Freeman', 'Bruce Payne', 'Rebecca Budig', 'Dimo Alexiev', 'Velislav Pavlov', 'Dejan Angelov', 'Peewee Piemonte']",['Courtney Solomon']
2367,['Drama'],"['based on novel', '1970s', 'thanksgiving', 'dysfunctional family', 'independent film']",14.916264,The Ice Storm,6.9,176,68924,"['Kevin Kline', 'Joan Allen', 'Sigourney Weaver', 'Henry Czerny', 'Tobey Maguire', 'Christina Ricci', 'Elijah Wood', 'Adam Hann-Byrd', 'David Krumholtz', 'Jamey Sheridan']",['Ang Lee']
2368,"['Comedy', 'Drama', 'Romance']","['grandfather granddaughter relationship', 'neighbor', 'wealthy', 'elderly', 'estrangement']",9.633711,And So It Goes,5.7,164,253235,"['Michael Douglas', 'Diane Keaton', 'Sterling Jerins', 'Paloma Guzmán', 'Frances Sternhagen', 'Frankie Valli', 'Andy Karl', 'Mina Mirkhah', 'Alvin Crawford', 'Meryl Williams']",['Rob Reiner']
